Date,Time,Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat_(%),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),FM,GPS,GSpd(kmh),Hdg(@),Alt(m),Sats,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2021-08-14,18:41:32.900,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,0,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:33.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:34.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:35.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,0,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:36.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:37.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:38.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:39.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:40.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:41.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:42.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:43.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:44.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,0,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:45.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,4,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:46.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,0,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:47.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:48.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:49.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:50.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:51.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:52.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:53.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:54.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:55.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:56.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:57.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:58.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:41:59.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:42:00.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:42:01.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:42:02.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:42:03.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:42:04.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:42:05.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:42:06.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.7
2021-08-14,18:42:07.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:08.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:09.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:10.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:11.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:12.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:13.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:14.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:15.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:16.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:17.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:18.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:19.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:20.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:21.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:22.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:23.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:24.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:25.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:26.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:27.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:28.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:29.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:30.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:31.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:32.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:33.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:34.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:35.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:36.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:37.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:38.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:39.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1017,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:40.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:41.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-5,-1,-1024,2,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:42.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:43.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
2021-08-14,18:42:44.940,0.00,0.00,0.00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.00,0,0,-3,-1,-1024,4,-22,-1024,1024,0,0,1020,1024,0,0,-1,-1,-1,-1,-1,-1,0x0000000000000000,7.8
